l90,l130,l200,l250,o73,o84,o104,o128
13.757839356691832,3.3137205021819995,3.5646859464091945,1.3605215523754264,8.581241603047866,6.980700172924932,4.535949954271446,3.064418969662148
13.757839356691832,3.349545548764209,3.3527295172976137,1.3735411940235145,7.358353968443714,6.622473662752215,4.622356765125708,3.064418969662148
12.581945660471947,3.349545548764209,3.388976295218579,1.3605215523754264,8.454105069425324,6.622473662752215,4.535949954271446,3.3491231677107356
12.717970647819074,,3.495462153955854,1.3473761083218527,8.32502718313199,6.498678192553538,4.076535490513209,2.6042553540218663
,,3.0472732580129174,,7.787349863714914,6.743997077202995,4.622356765125708,3.0215578522275335
,,3.3160865644255932,,,6.622473662752215,4.357999751578537,
,,,,,,4.266242112012669,
