l90,l130,l200,l250,o73,o84,o104,o128
9.151702569207403,2.8533914706390626,3.2577800088570625,1.4005983641067976,4.80834923188843,3.9939381470167996,3.3688889719094526,2.6366466514418
8.131501119682511,2.9893425731772476,4.318956011599389,1.282683304085928,4.707109488685916,3.9939381470167996,3.3688889719094526,2.6366466514418
8.131501119682511,2.8533914706390626,4.356029275371248,1.1798970308524874,5.638289253996092,4.297697806526995,3.1513070767415683,2.51394394320942
,2.8533914706390626,,1.282683304085928,5.552203446777032,4.097694078406333,2.9175434322028257,2.3849366311580242
,,,,5.552203446777032,4.67209008777316,3.2254656247274918,2.51394394320942
,,,,,,3.506450814400162,
