time[s],time[ms],bottom radius,Mj(pL),theta,area(m^2)
0.0,0.0,25.99448574284593,25.46930708606369,75.23463500029784,3.3833475505449333e-09
0.016666666666666666,16.666666666666668,26.478921798803526,26.455528206514014,74.50920997063162,3.4767641873683527e-09
