l90_1,l90_3,l90_4,l90_5,l250_1,l250_5,l250_6,l250_7,o73_1,o73_2,o73_3,o73_4,o73_5,o128_1,o128_2,o128_3,o128_4,o128_5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.07019655282162841,0.002253964067065382,-0.004410969930311223,0.020709820982518376,-0.18892921681871497,0.012235680452264187,0.016483043698689775,0.0039787097923994754,0.031903698655528605,0.0573129051895479,-0.018630588987295197,0.040284446161413315,0.00923830084165581,-0.09328400359401613,0.000190979461583175,-0.0086635654849044,0.05085890691181647,0.015241219771062088
-0.11822924535596536,-0.010913490154579052,-0.010900685250615286,0.029503422409666604,-0.29768334831143367,0.019794218375941263,0.011775159696444609,0.008148435293791672,0.05743870565310651,0.08918394935324563,-0.017307612927600812,0.06914568289254867,0.020217770883301754,-0.12454494609409773,0.001693418022018017,-0.013016709875857204,0.09188969165355518,0.03517006701174892
-0.18518668423277124,-0.06589229125488731,-0.006244050789930986,0.03647318329776425,-0.33429748531754844,0.026509370802658017,0.005829055550161187,0.011052919630941098,0.08668775649312122,0.10549191596807213,-0.023420038864328013,0.0794338854518469,0.03267701596401282,-0.09676424421254591,-0.00016842859512324694,0.0027429427806121304,0.11917315865555907,0.04046235301950926
-0.208203924605252,-0.1306995887583933,0.002004783511475167,0.03333014491197746,-0.33598421037972476,0.02682840722387439,-0.00037118998932033194,0.012494861710574783,0.09161923691916708,0.11841871042076106,-0.005828250530890325,0.09484849196240697,0.055373766199384146,-0.10116311481020913,-0.01087346690085044,0.038231414909097865,0.14220183775829395,0.059198383073540896
-0.2457907314152604,-0.16707835020106232,0.015514498879372583,0.04586804689513308,-0.33118977336016825,0.0285591311668323,0.012504296330066327,0.007457700522057584,0.1056559418177508,0.13918682949060887,0.001539408647255698,0.11075802656650997,0.078992983174796,-0.09304193787741263,-0.016165800222361075,0.06320708350373384,0.15599411189500154,0.06342651044984067
-0.2586852946068168,-0.16620128554482103,0.011339642340236704,0.05228200943576072,-0.31802050575236807,0.02402870533069765,0.011919020255055604,0.013227274622405197,0.12505503151581568,0.15591995502426678,0.022404283445056735,0.11710641684863161,0.10356476082067247,-0.08926350686899233,-0.013033942997525404,0.08819009101164513,0.1569532357048462,0.07458199716544421
-0.2520023832994258,-0.15732774530552926,0.00019981593016075405,0.04791472572117962,-0.32565112307865585,0.02319841010744169,0.026502427898603742,0.0139396972809099,0.1266014461128009,0.16949986634207076,0.018524499307390464,0.12373257855788984,0.11756460698974437,-0.08481085901578549,0.009869290236638321,0.08896328246921668,0.1704939188718155,0.06593909057929874
-0.2402703585055974,-0.21485827284508544,0.008478069424928392,0.048743456879576194,-0.32868643437758543,0.02411116227522137,0.03241237117437402,0.021939744775199534,0.13754411420195814,0.18284467926625764,0.014209841077942957,0.12717660716355214,0.12259997654324888,-0.08470062124903134,0.021110475611908652,0.10252377052494682,0.18806666550298431,0.07397689476273929
-0.24902649893095508,-0.24623138986795007,0.02646004980188541,0.0463709360665115,-0.3214299167136801,0.023797543427590735,0.036804829358793686,0.025490467677331687,0.14308805693083645,0.19501332356311607,0.0145323544825492,0.14233924225554198,0.13361548908309379,-0.06811402712869245,0.030443085507020042,0.09930208663601613,0.21536032221839532,0.08175650131398597
-0.2436766220643118,-0.2589511953209946,0.030964090047180686,0.05595411962384622,-0.297870968570835,0.02927794552497957,0.03584713842524616,0.028132395591722936,0.16128216171649087,0.21843298855676543,0.028268743470279765,0.14714283415090995,0.15060872172555997,-0.05680708495249501,0.02921823864588826,0.10161830075906059,0.22808273790865424,0.09804595545240548
-0.2589827421610752,-0.2276627039756811,0.025114511274063736,0.06047433493663724,-0.2814312618777878,0.027856879767930186,0.03310098622602322,0.0363550929168253,0.17468730853691775,0.21961385402351583,0.040277935019879106,0.15959256639252886,0.17594073190905948,-0.040915917228603195,0.040301710167371156,0.11084417876723436,0.23558090525746936,0.09771904116909279
-0.2343433047973529,-0.20197879781806632,0.026784448425235547,0.06524085103708459,-0.279626221870938,0.028580141698004553,0.04050103538414525,0.03855218665294786,0.17526041716162735,0.2331814142943338,0.0511056458882543,0.17005555069915967,0.18171927178570121,-0.02736741656346651,0.036686600413825945,0.11439142904101253,0.24700690152044533,0.10141538088166639
-0.20469412937525422,-0.2216408096382268,0.04080556920262664,0.07331222873170241,-0.2875549753554235,0.025524307112763423,0.0439202769033881,0.04246679474320894,0.18217163398005257,0.23274846427916948,0.056589815031063445,0.1783902204849056,0.19761582028034375,-0.00795665022454603,0.049928842018121915,0.11687707710104601,0.252643246932819,0.11188410845297377
