l90_1,l90_3,l90_4,l90_5,l250_1,l250_5,l250_6,l250_7,o73_1,o73_2,o73_3,o73_4,o73_5,o128_1,o128_2,o128_3,o128_4,o128_5
0.5621957047822282,0.6495927298696239,0.45166470098856465,0.4301632758569932,0.6215586727423441,0.48305838309155685,0.4255728824860881,0.41580826029621115,0.46738227788608044,0.4576307572220578,0.5385492195571598,0.49192768217641175,0.45307254321571266,0.48931189876768333,0.4834985339483294,0.4634306356985525,0.4568716214918718,0.476684629171838
0.5822738136476874,0.6733182258269663,0.4678278551663166,0.44594563251648944,0.6434037201981784,0.5002229124722632,0.44065560000996923,0.4307651145336722,0.48392192711373977,,0.5589706298799636,0.50953086329745,0.469294058745934,0.5064631996160777,0.500296786623056,0.479312910751965,0.47440367353837803,0.49373107309643294
0.6021393353064024,0.6966493926620005,0.48380347856847855,0.4616276095709584,0.6650658455662943,0.5171849127955924,0.4555965121115112,0.4455813697389846,0.5002791347621914,,0.5793694445348307,0.5269713964288086,0.48494541371071087,0.5234652371445044,0.5169159479302103,0.4950215271487914,,0.510599932144537
0.6218757414751078,0.7196574249867623,0.4996009911352316,0.4771860681349292,0.6864571962145744,0.5339729970955562,0.4704037031646111,0.46026560770564584,0.5164852980796248,,0.5997604281378788,0.5443101583224021,0.49983885411441903,0.5403562792550917,0.5333416431566069,0.5105577181513111,,0.5273766272193814
0.6412873732563995,0.7424588183719487,0.5152999606372062,0.49269978107567214,0.7075793642818089,0.5505712373478954,0.48512098164165585,0.4747800940501587,0.5325155511337587,,0.6201310535630092,0.5614366299088167,,0.5571367172243195,0.5495795419026497,0.5259238513427975,,0.5440271464932468
0.6604075762303752,0.764962187081544,0.5308716763137182,0.508133551910887,0.7283654112400411,0.5669878068983794,0.49971278807624725,0.48918291146057613,0.5483530094059864,,0.6405025094739185,0.5781676563641408,,0.5737152801802436,0.5656521948984302,0.541113841572893,,0.5605188698232891
0.6792781110957851,0.7871827325588536,0.5462914256800958,0.5234898347060146,0.7489760368255937,0.5832022703761153,0.5141858542399081,0.5034452428061429,0.5639129790444903,,0.660844247573382,0.5942291533734407,,0.5901240875705125,0.5815897025432522,0.5561161420263979,,0.5768218224970372
0.6980402406039522,0.8091208891787914,0.5615843193820278,0.5387170018665403,0.7693887237990183,0.5992299132762824,0.5284927894506792,0.5175932158106176,0.5789991996324891,,0.6812248317165132,0.6094778477054941,,0.6063872245657055,0.5973922798183319,0.570928366500726,,0.5929431019988607
0.7165548571923707,0.830772644983114,0.5767040168544666,0.553826851408218,0.7895264854941662,0.6150467478909386,0.5426602524548348,0.5315685822147921,0.5934167605702207,,0.7016127115142047,,,0.6224273570763982,0.6129737565005794,0.5855450760149011,,0.6089777009943311
0.7349287565904906,0.8521214292295402,0.5916531096732125,0.5688081048411503,0.8093467423751188,0.6307816916414773,0.5566685258798225,0.5454321716227266,0.6070195552226255,,,,,0.6382437390302935,0.6282973479101103,0.599959445890276,,0.62486661739016
0.7532491728177898,0.8732655407646415,0.6064094513499934,0.5837177306018543,0.8287660421731927,0.6463898027420587,0.5704949938885281,0.5591895519321826,,,,,,0.6537222285031778,0.6432371450059968,0.6141288883398182,,0.6406169141309968
0.7721219165208533,0.8942529702102485,0.6210460322863258,0.5985529026320989,0.8479326561767093,0.6618807919847384,0.5841360807555407,0.5728293169408759,,,,,,0.6688832582623363,0.6577280772067243,0.6276275676988919,,
0.7907330302027902,0.9149969952635256,0.6355748948264502,0.6132761214082701,0.8668647064638941,0.6771364786032338,0.597597968617282,0.5862961741223948,,,,,,,,0.6402244636716666,,
0.8090103565813429,0.9354680276024003,0.6499723751022,0.6278925920474966,0.8855653834766847,0.692212417885652,0.6109219944571841,0.5996109370452745,,,,,,,,0.6523818498845821,,
0.8262693638440657,0.9556325934983817,0.6642336245457602,0.6424327401566587,0.904052663134173,0.7071717665666784,0.6240734268146808,0.6128003236084929,,,,,,,,0.6643280441567504,,
0.8432688988602788,0.9755023899433726,0.6783160077325193,0.6569034555168363,0.9222070104513965,0.7220060619396463,0.6370824416780998,0.6258312762648349,,,,,,,,0.6765742463135321,,
0.8600677534808322,0.9950110138207645,0.6922560762056655,0.6712543644675877,0.9401905289741181,0.7366857333140123,0.6499961831431798,0.6386873764702431,,,,,,,,0.6882365875920726,,
0.8766466644584154,1.0141627885401832,0.7059904632552655,0.6854700172462169,0.9579142449289114,0.7511568803296599,0.6628002389867634,0.6513711544671714,,,,,,,,0.6994098231781873,,
0.8929366302411171,1.0329918031088545,0.719581314230462,0.699544579842236,0.9754900108994669,0.7654919258600794,0.6754759302289478,0.6639097028925948,,,,,,,,0.7092940706159265,,
0.9089578930877639,1.051478291483584,0.7329878548664552,0.7134466407016854,0.9928006642601593,0.779644905130772,0.6879284736851937,0.6762755823436605,,,,,,,,,,
0.9248904078814508,1.0696540239300187,0.7461772976699507,0.727150540453688,1.009860342437491,0.7936003400103816,0.7002299929471634,0.6885039070917991,,,,,,,,,,
0.940695818081632,1.0874342885659758,0.7590530437282357,0.7405951299169159,1.0265889739951763,0.8073642225731261,0.7124117950287756,0.7005361939179879,,,,,,,,,,
0.9562856193160965,1.104875548651187,,0.7537586268958625,1.0429993501947477,0.8209883663020132,0.7244562904525599,0.7123714055805349,,,,,,,,,,
0.9716345953974739,1.1219598555820456,,,1.0591072875377623,0.834421972085615,0.7362509511089488,0.7239774697431371,,,,,,,,,,
0.9867553909461548,1.1387812903078318,,,1.0749085184799327,0.8476389273220845,0.7476879317057497,0.7353005188240636,,,,,,,,,,
1.00179205360767,1.1553025055389994,,,1.0902850041526413,0.8605929591565631,0.7585827829348782,0.7461700511464161,,,,,,,,,,
1.016758035714166,1.1714880920789534,,,1.1051484361447348,0.8732335212274752,0.7686226641389877,0.7563606462356007,,,,,,,,,,
1.031809516162367,1.1872254567125062,,,1.119400321228349,0.8852738302975378,0.7772613966211204,,,,,,,,,,,
1.0467783926209753,1.202502282725676,,,,0.8964033559425286,,,,,,,,,,,,
1.0615080330450668,1.2171326125956303,,,,,,,,,,,,,,,,
1.0758099315725034,1.2309381854576114,,,,,,,,,,,,,,,,
